JHL,JH,LC,LN,RC,SM,ML,SX,SY,WMZ,YL,LL
116.931434554545,148.99466176127,161.638692842827,120.56105649476,140.088454083211,147.364184942646,147.364184942646,159.112344741978,197.841903057322,197.841903057322,197.841903057322,197.841903057322
1.2022610989663,1.55813945964987,1.69584783406393,1.64273783331827,1.68996661491327,1.57221276386751,1.57221276386751,1.42404490063228,1.56197397481929,1.56197397481929,1.56197397481929,1.56197397481929
0.303071511810261,0.226776008363464,0.215473801946847,0.258220187865863,0.218499599922727,0.260710930138873,0.260710930138873,0.219314564297896,0.184525262399242,0.184525262399242,0.184525262399242,0.184525262399242
0.00127213989378449,0.00108479464346814,0.00100998213787418,0.000938910651190726,0.0010106553256715,0.000863563904908114,0.000863563904908114,0.00118660703600791,0.00106244024929421,0.00106244024929421,0.00106244024929421,0.00106244024929421
152.110497432252,170.713080311073,187.960888317256,145.677765868505,194.075291874708,131.17180095916,131.17180095916,173.518456302096,153.859684187603,153.859684187603,153.859684187603,153.859684187603
1.15834936392588,1.55211187860998,1.6695447172436,1.28052106278036,1.31209881943014,1.6666259772746,1.6666259772746,0.99746040776655,1.68356263754535,1.68356263754535,1.68356263754535,1.68356263754535
0.279428570093819,0.24567288632935,0.257825075311227,0.27509472215027,0.207687983889371,0.287690987282538,0.287690987282538,0.251410865327434,0.270714503163461,0.270714503163461,0.270714503163461,0.270714503163461
0.00122819396398762,0.000884914055243517,0.000629963804865611,0.00110853589598382,0.00109874575827418,0.000730438164981205,0.000730438164981205,0.00144447457693865,0.000713146321625688,0.000713146321625688,0.000713146321625688,0.000713146321625688
187.947015473033,153.045709271966,285.116701055832,194.725387698749,207.009026617159,205.533868536662,205.533868536662,153.66670987964,253.247779136067,253.247779136067,253.247779136067,253.247779136067
0.973284837652802,1.29883050855728,1.12745479856667,1.09973116874345,1.2235215617459,1.80364579019123,1.80364579019123,0.908057749075453,1.45008478546604,1.45008478546604,1.45008478546604,1.45008478546604
0.352982448962832,0.347664406750104,0.245252166606739,0.295216811001753,0.278376877258181,0.239145523466808,0.239145523466808,0.371597966752079,0.216457292737338,0.216457292737338,0.216457292737338,0.216457292737338
0.000877744073271193,0.000718112623375037,0.000774623785411039,0.000923814447862246,0.000813684432740681,0.000562016794080723,0.000562016794080723,0.00115806775423914,0.000767561601267566,0.000767561601267566,0.000767561601267566,0.000767561601267566
